Address,Price per month €,Capacity,Link
Thornfield Square,1850,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Thornfield-Square/3781053
Moyne Road,950,furnished studio,https://www.let.ie/property-to-rent/Moyne-Road/3769274
40/41 Sean Macdermott Street Lower,1950,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/4041-Sean-Macdermott-Street-Lower/3768641
Sean Mcdermott Street Lower,1800,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Sean-Mcdermott-Street-Lower/3768635
"Boyne House, Custom House Square",1700,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Boyne-House-Custom-House-Square/3745815
"Apartment 1, Castle Gate",1694,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-1-Castle-Gate/3738885
"Apartment 33, Bow Bridge House, Bow Bridge",1500,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-33-Bow-Bridge-House-Bow-Bridge/3730186
"Haddington Road,Ballsbridge",2000,"2 bedrooms (2 double), 2 bathrooms, unfurnished apartment",https://www.let.ie/property-to-rent/Haddington-RoadBallsbridge/3728913
"Two Bed Non En Suite Apartment, From Here - Student Living, Cork Street, Cork Stre, Dublin 8, Co. Dublin",960,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Two-Bed-Non-En-Suite-Apartment-From-Here---Student-Living-Cork-Street-Cork-Stre-Dublin-8-Co-Dublin/3728708
"2 Bed Apartment, Sanderling, Thornwood,",2500,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bed-Apartment-Sanderling-Thornwood/3608891
"Apartment 96, The Firs, Wintergarden, Pearse Stree",1750,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-96-The-Firs-Wintergarden-Pearse-Stree/3693276
"Hartley House, Suite 7, 44-46 Merrion Road",2250,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Hartley-House-Suite-7-44-46-Merrion-Road/3693286
"The Windmill, Sir John Rogersons Quay",1875,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/The-Windmill-Sir-John-Rogersons-Quay/3690288
"The Pines, Herbert Park Lane Apartments",3100,"2 bedrooms (2 double), 2 bathrooms apartment",https://www.let.ie/property-to-rent/The-Pines-Herbert-Park-Lane-Apartments/3675961
"Penthouse Apartment, Intercontinental Hotel",7000,"2 bedrooms (2 double), 3 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Penthouse-Apartment-Intercontinental-Hotel/3600070
Mount Tallant Avenue,1390,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Mount-Tallant-Avenue/3595778
"Copebridge House, Spencer Dock",3320,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Copebridge-House-Spencer-Dock/3550563
"The Cedars, Herbert Park",3000,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/The-Cedars-Herbert-Park/3535259
"The Links, Elmpark",5400,"3 bedrooms (3 double), 3 bathrooms, furnished apartment",https://www.let.ie/short-term-rental/The-Links-Elmpark/3523777
"Manor Road, Palmerstown",900,furnished studio,https://www.let.ie/property-to-rent/Manor-Road-Palmerstown/3519670
Leeson Street Upper,4150,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/short-term-rental/Leeson-Street-Upper/3504649
Leeson Street Upper,3600,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/short-term-rental/Leeson-Street-Upper/3501161
Leeson Street Upper,3900,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/short-term-rental/Leeson-Street-Upper/3501149
"106 Bridge Water Quay, Islandbridge",1800,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/106-Bridge-Water-Quay-Islandbridge/3500716
Cranmer Place,6500,"3 bedrooms (3 double), 3 bathrooms, furnished house",https://www.let.ie/short-term-rental/Cranmer-Place/3483837
Baggot Court,4350,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/short-term-rental/Baggot-Court/3483335
47 South Central Rockbrook,2115,"2 bedrooms (2 double), 2 bathrooms, unfurnished apartment",https://www.let.ie/property-to-rent/47-South-Central-Rockbrook/3476072
"Greencourt View, Green street",1800,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Greencourt-View-Green-street/3476124
'The Fern' 114 Pembroke Road,2750,"2 bedrooms (2 double), 3 bathrooms, unfurnished apartment",https://www.let.ie/property-to-rent/The-Fern-114-Pembroke-Road/3401402
"Dunloe Hall, Merrion Street",3000,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Dunloe-Hall-Merrion-Street/3458112
"Carraig Bui, Johnstown Road",2000,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Carraig-Bui-Johnstown-Road/3442997
"Single Room, Archway Court , 39A Mountjoy Street, Dublin 7, Co. Dublin",750,"4 bedrooms (4 single), 3 bathrooms, furnished house",https://www.let.ie/short-term-rental/Single-Room-Archway-Court--39A-Mountjoy-Street-Dublin-7-Co-Dublin/3504592
"Twin Bed Sharing, Archway Court , 39A Mountjoy Street, Dublin 7, Co. Dublin",490,"1 bedroom (1 twin), 3 bathrooms, furnished house",https://www.let.ie/short-term-rental/Twin-Bed-Sharing-Archway-Court--39A-Mountjoy-Street-Dublin-7-Co-Dublin/3504594
The Burrow Portrane,1088,"1 bedroom (1 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/The-Burrow-Portrane/3402947
8 Langrishe Place right beside Beckett House,1283,"1 bedroom (1 twin), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/8-Langrishe-Place-right-beside-Beckett-House/3385146
8 Langrishe Place right beside Beckett House,1283,"1 bedroom (1 twin), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/8-Langrishe-Place-right-beside-Beckett-House/3385141
Vico Rock,3000,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Vico-Rock/3382672
"3 Clyde Road, Ballsbridge",15000,"5 bedrooms (5 double), 7 bathrooms, unfurnished house",https://www.let.ie/property-to-rent/3-Clyde-Road-Ballsbridge/3352372
Shelbourne Village,1695,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Shelbourne-Village/3319215
"Gold En Suite - 2021/22 Tenancy, Highlight Parkgate, 43 Montpelier Hill, Dublin 7, Co. Dublin",1072,"8 bedrooms (8 double), 8 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Gold-En-Suite---202122-Tenancy-Highlight-Parkgate-43-Montpelier-Hill-Dublin-7-Co-Dublin/3318167
"Bronze En Suite - 2021/22 Tenancy, Highlight Parkgate, 43 Montpelier Hill, Dublin 7, Co. Dublin",900,"8 bedrooms (8 double), 8 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Bronze-En-Suite---202122-Tenancy-Highlight-Parkgate-43-Montpelier-Hill-Dublin-7-Co-Dublin/3318164
"Bronze Plus En Suite - 2021/22 Tenancy, Highlight Parkgate, 43 Montpelier Hill, Dublin 7, Co. Dublin",952,"8 bedrooms (8 double), 8 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Bronze-Plus-En-Suite---202122-Tenancy-Highlight-Parkgate-43-Montpelier-Hill-Dublin-7-Co-Dublin/3318165
"Silver En Suite - 2021/22 Tenancy, Highlight Parkgate, 43 Montpelier Hill, Dublin 7, Co. Dublin",1032,"8 bedrooms (8 double), 8 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Silver-En-Suite---202122-Tenancy-Highlight-Parkgate-43-Montpelier-Hill-Dublin-7-Co-Dublin/3318166
"2 Bedroom First Floor Apartment, Cedar Place, Ridgewood, Swords, Co. Dublin",1915,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bedroom-First-Floor-Apartment-Cedar-Place-Ridgewood-Swords-Co-Dublin/3305010
"2 Bedroom Apartment, Spencer House, Custom House Square, Dublin 1, Co. Dublin",1900,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bedroom-Apartment-Spencer-House-Custom-House-Square-Dublin-1-Co-Dublin/3306213
"37 Addison Road, Fairview",950,"1 bedroom (1 double), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/37-Addison-Road-Fairview/3305023
111 Morehampton Road,1350,"2 bedrooms (2 double), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/111-Morehampton-Road/3286240
"The Chase, Arkle Square",2675,"2 bedrooms (2 double), 2 bathrooms, furnished house",https://www.let.ie/short-term-rental/The-Chase-Arkle-Square/3276511
Hanover Dock,4500,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/short-term-rental/Hanover-Dock/3268392
"Flat 1, 96 Rathmines Road Lower",1250,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Flat-1-96-Rathmines-Road-Lower/3268275
Alders Monkstown Valley,1850,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Alders-Monkstown-Valley/3254932
"Flat 8, 20 Grove Park",1300,furnished studio,https://www.let.ie/property-to-rent/Flat-8-20-Grove-Park/3240301
"Flat 1, 20 Grove Park",1100,furnished studio,https://www.let.ie/property-to-rent/Flat-1-20-Grove-Park/3240286
"Flat 7, 16 Grove Park",1700,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Flat-7-16-Grove-Park/3240313
"1 Bedroom Apartment , Santry Place , Swords Road , Santry, Dublin 9, Co. Dublin",1750,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/1-Bedroom-Apartment--Santry-Place--Swords-Road--Santry-Dublin-9-Co-Dublin/3234330
"2 Bedroom Apartment , Santry Place , Swords Road , Santry, Dublin 9, Co. Dublin",2000,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bedroom-Apartment--Santry-Place--Swords-Road--Santry-Dublin-9-Co-Dublin/3234331
"3 Bedroom Apartment , Santry Place , Swords Road , Santry, Dublin 9, Co. Dublin",2500,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/3-Bedroom-Apartment--Santry-Place--Swords-Road--Santry-Dublin-9-Co-Dublin/3234332
"Apartment 5, Finsbury House, 79/81 Pembroke Road",3000,"3 bedrooms (3 double), 2 bathrooms apartment",https://www.let.ie/property-to-rent/Apartment-5-Finsbury-House-7981-Pembroke-Road/3197643
"Lansdowne Terrace, Shelbourne Road",1300,"1 bedroom (1 single), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/Lansdowne-Terrace-Shelbourne-Road/3181324
"Flat 3, 54 Leeson Park",1100,furnished studio,https://www.let.ie/property-to-rent/Flat-3-54-Leeson-Park/3178017
82 Castlefield Hall,2550,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished house",https://www.let.ie/property-to-rent/82-Castlefield-Hall/3170710
Mayor Square,3580,"3 bedrooms (1 double, 2 twin), 2 bathrooms, furnished apartment",https://www.let.ie/short-term-rental/Mayor-Square/3170679
"Apt 6, Carlton House, 1 Cartlon Villas",2400,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apt-6-Carlton-House-1-Cartlon-Villas/3170359
"2-Bed Apartment, Heuston South Quarter, Kilmainham, Dublin 8, Co. Dublin",2100,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bed-Apartment-Heuston-South-Quarter-Kilmainham-Dublin-8-Co-Dublin/3504421
13 Meade\'s Terrace,1750,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/13-Meades-Terrace/3104159
"3 Bedroom House , Occu Hollywoodrath, Hollywoodrath, Hollystown, Dublin 15, Co. Dublin",2121,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished house",https://www.let.ie/property-to-rent/3-Bedroom-House--Occu-Hollywoodrath-Hollywoodrath-Hollystown-Dublin-15-Co-Dublin/3142853
Abington Wood,1800,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Abington-Wood/3134023
588 North Circular Road,1500,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/588-North-Circular-Road/3127722
65 Drumcondra Road lower,1500,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/65-Drumcondra-Road-lower/3126700
"Apt 61 Greenville Place, SCR",1550,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apt-61-Greenville-Place-SCR/3124304
"FULLY REFURBISHED TRIPLEX PENTHOUSE 170 sq.m, Beacon South Quarter",3208,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/FULLY-REFURBISHED-TRIPLEX-PENTHOUSE-170-sqm-Beacon-South-Quarter/3114205
"2 BED, Knockrabo, Mount Anville Road, Goatstown, Dublin 14, Co. Dublin",2500,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-BED-Knockrabo-Mount-Anville-Road-Goatstown-Dublin-14-Co-Dublin/3103566
"2 BED PENTHOUSE, Knockrabo, Mount Anville Road, Goatstown, Dublin 14, Co. Dublin",3325,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-BED-PENTHOUSE-Knockrabo-Mount-Anville-Road-Goatstown-Dublin-14-Co-Dublin/3605174
Mespil Road,2100,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Mespil-Road/3103079
"Apartment 37, Saunders House",2200,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-37-Saunders-House/3103057
"1 bedroom apartment from, Citywest Quarter, Citywest, Citywest, Co. Dublin",1650,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/1-bedroom-apartment-from-Citywest-Quarter-Citywest-Citywest-Co-Dublin/3002689
"2 Bed apartment from, Citywest Quarter, Citywest, Citywest, Co. Dublin",1950,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bed-apartment-from-Citywest-Quarter-Citywest-Citywest-Co-Dublin/3002690
"Studio Apartment, Citywest Quarter, Citywest, Citywest, Co. Dublin",1500,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Studio-Apartment-Citywest-Quarter-Citywest-Citywest-Co-Dublin/4318385
"Apartment 22, Xavier Court, 21-25 Sherrard Street, Dublin 1, Co. Dublin",1577,"1 bedroom (1 double), 1 bathroom, unfurnished apartment",https://www.let.ie/property-to-rent/Apartment-22-Xavier-Court-21-25-Sherrard-Street-Dublin-1-Co-Dublin/3100230
"Trinity Plaza, Tara Street",1500,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Trinity-Plaza-Tara-Street/2096177
"3 City Square, Gloucester Street South, Dublin 2",1675,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/3-City-Square-Gloucester-Street-South-Dublin-2/2096123
Gallery Quay Apartment,2540,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/short-term-rental/Gallery-Quay-Apartment/2095630
"Thomastown House, 1 Spencer Dock",2540,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/short-term-rental/Thomastown-House-1-Spencer-Dock/2095627
3 Hatch Street Lower,2300,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/3-Hatch-Street-Lower/2095625
Sir John Rogersons Quay,3080,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Sir-John-Rogersons-Quay/2095622
Clarion Quay,2200,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Clarion-Quay/2094924
Wellington Quay,3640,"3 bedrooms (2 double, 1 twin), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Wellington-Quay/2094921
Mayor Square,2780,"2 bedrooms (1 double, 1 twin), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Mayor-Square/2094920
Sir John Rogersons Quay,3360,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Sir-John-Rogersons-Quay/2094919
"Ormeau Street, Ringsend",3440,"3 bedrooms (2 double, 1 twin), 2 bathrooms, furnished house",https://www.let.ie/property-to-rent/Ormeau-Street-Ringsend/2094918
Benson Street,3000,"2 bedrooms (1 double, 1 twin), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Benson-Street/2094917
Rathfarnham Road,2600,"4 bedrooms (2 single, 2 double), 2 bathrooms, furnished house",https://www.let.ie/property-to-rent/Rathfarnham-Road/2094078
"Apartment 32, Block 1, Island Key, Island Key, East Road, Dublin 3, Co. Dublin",1650,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-32-Block-1-Island-Key-Island-Key-East-Road-Dublin-3-Co-Dublin/5483061
Bride street,1500,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Bride-street/2092510
"Dunluce Apartments, Anglesea Road",3000,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Dunluce-Apartments-Anglesea-Road/2092072
Leeson Street Upper,10000,"5 bedrooms (5 double), 3 bathrooms, unfurnished house",https://www.let.ie/property-to-rent/Leeson-Street-Upper/2092099
52 Brighton Road - 6,2100,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/52-Brighton-Road---6/2091170
Spencer Dock Apartments,2100,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Spencer-Dock-Apartments/2091119
Grosvenor Lane,4500,"3 bedrooms (3 double), 2 bathrooms house",https://www.let.ie/property-to-rent/Grosvenor-Lane/2076490
"215 BLOCK 15, Marina Village",2989,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/215-BLOCK-15-Marina-Village/2075643
"Single room, JBs Student Campus, Dublin 7, JB's Student Campus, Dublin 7, Co. Dublin",796,"5 bedrooms (2 single, 2 double, 1 twin), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/Single-room-JBs-Student-Campus-Dublin-7-JBs-Student-Campus-Dublin-7-Co-Dublin/2071753
"The Cedars, Herbert park Lane",2400,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/The-Cedars-Herbert-park-Lane/2068096
"Apartment 46, Stapleton House",1300,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-46-Stapleton-House/2066224
"Finsbury House, 79/81 Pembroke Road",2500,"2 bedrooms (2 double), 1 bathroom apartment",https://www.let.ie/property-to-rent/Finsbury-House-7981-Pembroke-Road/2063969
